	tweet	class
476	abc time amend th amendment written protect newly freed ex slaves lived purpose time end anchor baby loophole	0
477	ab crispyy andy laugh oreos lady gaga sunday day	0
478	acmobbdeep madsbennett yeah run squirrels coons	0
479	agreasymonkey huntermoore faggot	1
480	aj watched llewyn davis doc warm fuzzies abound	0
481	asourappletree heard hillbilly grousings bugs much worse kv since mic shut	0
482	little wicked ghetto sweet movie quote try	0
483	abels masochist ghetto tho live hood ghetto facts	0
484	actabunnifoofoo like gross yellow heat lamps	0
485	adambaldwin chicodelainky clams comedy writer untrue	0
486	adamschein themayormatt may cried tad illmissu shiner	0
487	adrian knowsu ghetto names	0
488	ajkfan big congrats expect blogging rube chat days get sleep need	0
489	alexalltimelow jackalltimelow please stay safe guys love much hoe one day meet guys happy halloween	0
490	alfieheydrich live south lot pop lives rhode island hardly niggers	1
491	alicia basically like background music fag	1
492	allielexilove like dark light carmel white red tan yellow blue purple green doesnt matter color	0
493	alludra aie remember keep skirt dark colored camouflages pan dimensional gore	0
494	amazinmixbeauti feel like reading right wanna give sexy coolie girl lyrics via text message	0
495	amazinmixbeauti wanna gimme baby look coolie might could work lol	0
496	ameezysangels trash	0
497	americanwhitehm hate nigger	1
498	americanwhitehm niggers disgust dealt years ago problems	1
499	amosporr congrats amos	0
500	anuglynigga retarded	1
501	andreberto wait peds roid munching faggot	1
502	andrewjburns tommy russell homo ass crackers	1
503	andrewtaran nice color combo love blue yellow	0
504	andyheybro distant chugs end dried remain perfectly heavy guitars ever recorded	0
505	angrywillhelms genius politically correct term would intellectually disabled highly offensive use word retarded	0
506	animeking fight ur choice game faggot see happens	1
507	anony turntolive tweenki wrong nigger always causung mischief among ur people	1
508	anotherpotheadd lucky monkey	0
509	anthonycumia	1
510	anthonycumia cokelogic	0
511	anthonycumia enjoy happy hate yankees yes sox choke	0
512	antoniofrench going kill crackers babies new black panthers credibilityshot fergusonriot justice mikebrown	1
513	ants sneweather well got see pom pom pete	0
514	arbogucci guys supposed get ass sucked queer	1
515	arcticfox everybody mocks obama hes embarrassment usa	0
516	aryanliving welcome movement anyone gets even minor publicity queer fed jew well according internet	1
517	astroscounty jeff luhnow blame astros blowing red sox yankees hc	0
518	atblackface mrmooncricket uncleunco bobbybotsods fuckthemallcops racistnegro ape fuck u broke ass racist	1
519	auroramwj marylmcaffry bbanimals mutation genealogy convoluted basically zebra gene currieries slaughtered extinction	0
520	austinburge either way schools trash	0
521	austing like talking faggot nicely way fag	1
522	austing answer snapchat faggot	1
523	austinthaintern johnny football trash man trash lol	0
524	autyaut miss eating speak miss red bone cooking	0
525	ayefuckwoody coryburgess literally eat asshole living actually faggot seem little confused	1
526	bgally ur faggot teammate brandonprust hits someone late like u say yapping yelling u guys def room	1
527	bnightengale feinsandnydn time ranger scouts head watch yankee prospects rangers	0
528	baconparadox two year old oreos	0
529	barackobama marchforinnov send damn beaners back belong n us aint	1
530	barackobama biden winner last night yea right like charlie sheen really winner winning lol	0
531	barackobama l voted supported u u pulled rug us nation worse cuz circle trash	0
532	barbod fcb cblaze oddbeast cracker jack shut fuck	1
533	basketballpics whoever made twitter doesnt like lakers r making comeback accnt still continues trash talk em	0
534	beattyjustin kyoppcoalition one proud hillbilly	0
535	beaviscumia jimmysdong	0
536	beekayns alas proficient neither skills limited pointless stat memorization trash talk	0
537	bettinavla ts senwarren another straight conscienceless liar soulless criminal trash	0
538	beyondtomcat like fag	1
539	bidenshairplugs looks like fag time line boring zzzzzz	1
540	bigcatcooke deserved victory elite awaits orange army sweet disgrace collegehoops ill back next time hoosiers	0
541	big jim happy birthday dirty little bird tear	0
542	billperiman like put looking race colored glasses kel antoinette	0
543	billionairecrow neelahrelates wrong white race fuckin coon slaying piece poop please die alone	1
544	billythathird matt sliwinski copy tweet ginzo	0
545	bitterchick	0
546	blackmanusa chrislhayes well cracker jack secret service work jfk anyone	0
547	blackmanusa texasdivepro historical point cracker term irish settling woods mid atlantic hardly offensive	0
548	blackman tide bandana orian called trailer trash wearing lil country getup	0
549	blackman tide lmfao go bed whitey	1
550	blakeanderson jo clark chicken fried steak boys mash potatoes gravy green beans corn ice cream brownies	0
551	blakeanderson thanks hun haha	0
552	bloggerboxing rianscalia pass fosters faggot	1
553	bloggerboxing yea maidana made greedy faggot loser atleast broner black	1
554	boazziz promised stand muzzies	0
555	bolanddrummer never life coffee shop like starbucks hick though	0
556	bombfantasyyy pearl jam yellow ledbetter	0
557	bonesaw reason yankees want anderson longer	0
558	boner tuna tcc grouchy mrs met vortmax llmajer dmb aplmom frogtox kishkaandpipiks shots go yellow smoke	0
559	boobah trash	0
560	bookoutbj ghetto super duper current generations best complement	0
561	bossace sounds good bro bloggerboxing yea u stupid faggot leaving till like pm want ride	1
562	bossmelle never followed ignorant monkey	1
563	braxcity maria obregon g sophia freeman citizen said maria spic	1
564	breeolson gingerbeard nasty nigger whore	1
565	brelston realized one link awakening killed two birds one stone unless getting wind fish	0
566	brenjjgmom hweldon well yankees year run wtfiswrongwithnebraska	0
567	brenddan said bullshit damn niggers	1
568	brenddan wow comin back bitch niggas	1
569	briana rashae like rape bitch posted	1
570	briannalovesa trick wait bird get close pipe tap screen never hit head	0
571	briccone pvvrivierenland ja moest van plisie niet meteen wild gaan denken juistja willen wel meer mensen mij vertellen hoe k moet denken	0
572	brice fuck faggot	1
573	brizgotti new nigga hipster hypebeasts love faggot ass bright colors nike keeps giving want smh	1
574	bryanstars atl bvb sws ptv relapse symphony set farewell love mayday parade fob paramore etc	0
575	buckm se cuauhtli gunna laff chava rubio beaner supporters min	0
576	buckm se lexxx ruger ivanrabago kikes want charge dollaz complete version http co zjdlwiajeo	0
577	buckm se letsargueboxing sand nigger ran kidd	1
578	buckm se like sand nigger entertaining like knockdowns	1
579	buckm se joe cortez ultimate faggot fight proved	1
580	buckm se us beaners pissed like robert jew ref stopped	1
581	buckm se true sand niggers bum brits claim atg hall fame legend smh	1
582	buster espn huh last games tampa balt yanks lost best pitcher please explain logic	0
583	buster espn sounds like holding back info yankee shill	0
584	bywatergal yankees empirestatebldg game winning hit thursday capped great career guy st ballot hof else	0
585	cantista brelston henereyg eating roasted potato smiling till cheeks sore crow sfx cape crisis super great	0
586	cbsthismorning norahodonnell tx trash know trouble w aca gop gov states like laralogan news report lies anyway	0
587	cbsthismorning charlierose norahodonnell tx trash show disgrace engaging w mittromney disrespecting president	0
588	cbsthismorning charlierose racist norahodonnell tx trash enjoy high along gop win substitute racist mittromney loss	0
589	cbsthismorning charlierose racist norahodonnell tx trash racist wld u intvw mittromney n ask racist questions itwas disrespectful	1
590	ccobey tess stepakoff green one either red yellow pic	0
591	charlesbarrkley hey sir house nigger uncle tom grand ole mississippi rest case	1
592	callneeshcakey pop wop	0
593	callneeshcakey pop wop drop tho	0
594	callneeshcakey bitch finna get crunk eyebrows double papp	0
595	campos uli fag hesgay	1
596	capitolevan saw leprechaun told burn things	0
597	carelessone styl gotta get dem tweets nig	1
598	carlavanderwaal jaymaroley als je syrie tweet volg partisangirl maar zij komt er vandaan zal je precies uitleggen hoe wat	0
599	carxlito ps case still trash idgaf anymore	0
600	catholicmomva neal dewing would cripple military	0
601	cay jen think knew bird tamed cajuncharm	0
602	ceallaighaine oh sorry hun sucks hope heal fast	0
603	cee murda yellow fin edgewater	0
604	cee murda yellow fin	0
605	cellnbuu ewwww nips def perfect	0
606	chaldeancutie really rileyaintshit killsheredon childishcudl nudes trash	0
607	chalecarlo fuck outta go put trash ass ink faggot ass self pussy	1
608	chalecarlo stay talking defending fuckboy ass boyfriend go suck youre faggot	1
609	chancellor iv naw bryan said trash hotel staying somewhere else	0
610	chandailbailey steezeyflow hunturpls need accept fact hipster faggots	1
611	charleeredz gay stfu dumb monkey	1
612	charlesbwaffle oh cool though might brownie lol	0
613	charlie stacydmomof revkahjc cantucimblonde kacado pattism hi charlie	0
614	charlie hi charlie great day	0
615	charliedaniels come charlie	0
616	chasebasford chase god damn faggot	1
617	checha gone nigguh	1
618	checkmylingo kingpin terror ima get every time throw trash away really belongs http co drgbekvzun	0
619	cheesus greyyygoose faaaaggggottttt speaking blonde hair confused hypocrite cuz faggot	1
620	chickencoleman mccoy trash td	0
621	chink chink thats better rug rats running around yah crib girl enjoy life lol	0
622	chink shut chink	1
623	chrissfmori	0
624	christrondsen im band askim would rather drink squirrel pee johnny depp wig charlie chocolate factory	0
625	chris anzueto josh mackey call someone faggot say kill pathetic human fucking disgrace	1
626	christian esem know talking retarded faggot	1
627	claudialena saying yes kannon ghetto know like u look dumb	0
628	clicquotsuave new nip dropped today rii	0
629	cody smith true miss yall man yall brothers mikey starting chink lmfao	1
630	cogitoergobibo penske runs nascar yellow sponsor already wouldmakealottasense	0
631	cokamoschiach defense trash rocked jesus soto karass diego chaves	0
632	colemcdowell waco ghetto hahaha wait til go pick nat austin tomorrow	0
633	complexmag know whitetears blue yellow lessonoftheday	0
634	conanobrien dat one ugly animal da monkey adorable	0
635	crackerjhak fag	1
636	crewz miss tupac rap offs hillbilly	0
637	cruzanchoklate look yellow fever	0
638	cssalazar wetback	1
639	dhsjournal run cp community local cops treat ppl like trash hate makes ppl think waste	0
640	directv showing yankees game arizona promo washington huskies game bet dish would want business	0
641	darealalexinla buckm se training gook boy doe	0
642	darealalexinla woody afc rodriguez nig fun watch got admit ebola boy speak broken spanish lol	1
643	damianhuffaker trash	0
644	danwolken idiotic opinions like make polls less trash polls problem people integrity voting	0
645	dangitstiff look like fucking shrek bitch	1
646	danielsizelove conrad mlg get cunt	1
647	dannymndz titan mtzzz still pogue though	0
648	danny cavanagh available online soon enough get anathema merch cracker need u	0
649	dariendaywalt bitch shut fuck goddam slut bitch whore nigga	1
650	darienbaby xoxo jk fuck dog fuck fish pussy	1
651	darknight showing fairy blocked hajihuntingpat paulsmitheringa joedouglas jewjitsugrl blackorchidm taxman	0
652	darthmaverick xcntrik religulous chrispyosh rather believe man definition good u mock	0
653	datboyrayt support lesbians support faggots difference	1
654	dave wavee giants trash time	0
655	davethebrave hoe shit bro rt x better rn nigga high	1
656	david h esq well dirty bird could middle finger since phallic giving bird necessarily wobble wibbler	0
657	dearionbasedgod kendrick better papoose drake	0
658	dejloaf mixtape sell sole got bangers	0
659	decimate ix even spell right brain ape	0
660	deeznutsdoe hate feeling like faggot punk ass hoe	1
661	deeznutsdoe wash butthole tongue little faggot	1
662	defendwallst whatever fuck assholes niggers look alike	1
